DATE,NMBPPRIVSA
1999-03-01,853.7785764753121
1999-04-01,979.7426537542799
1999-05-01,750.4541928735131
1999-06-01,1043.04821979298
1999-07-01,1005.4358098208901
1999-08-01,827.5734530997031
1999-09-01,794.045882677286
1999-10-01,574.109653224272
1999-11-01,727.2043116331779
1999-12-01,785.318777503183
2000-01-01,805.388079796059
2000-02-01,867.149346291795
2000-03-01,781.47548791728
2000-04-01,698.825433307442
2000-05-01,764.772832078051
2000-06-01,771.161583429408
2000-07-01,735.738597203461
2000-08-01,720.1328170430231
2000-09-01,826.991677288443
2000-10-01,635.20717311648
2000-11-01,877.7202611604581
2000-12-01,634.025352710676
2001-01-01,922.4893432112399
2001-02-01,760.0381000748649
2001-03-01,905.761310859108
2001-04-01,852.352786478245
2001-05-01,1206.16828248465
2001-06-01,501.845287675194
2001-07-01,877.9652966139771
2001-08-01,867.299566875238
2001-09-01,725.7255696024949
2001-10-01,837.4396775374339
2001-11-01,736.252693859695
2001-12-01,335.62100656690603
2002-01-01,459.11979492621003
2002-02-01,1113.39216369373
2002-03-01,1316.11555486869
2002-04-01,884.284511271221
2002-05-01,929.400591484849
2002-06-01,805.5176288031
2002-07-01,1046.9873078526
2002-08-01,1034.25637987343
2002-09-01,1048.3198660904
2002-10-01,1005.99421263735
2002-11-01,1216.95754088955
2002-12-01,1068.00868926301
2003-01-01,965.3581055864751
2003-02-01,987.622081270154
2003-03-01,1301.02697905122
2003-04-01,1045.62484451605
2003-05-01,986.533269733283
2003-06-01,1037.75519423288
2003-07-01,1086.06973374346
2003-08-01,1142.92118834737
2003-09-01,1211.98763928493
2003-10-01,1207.9400840666901
2003-11-01,964.4709991809641
2003-12-01,1244.46189471601
2004-01-01,1301.40654414294
2004-02-01,1270.67669100859
2004-03-01,1073.6656327912801
2004-04-01,1214.16573103959
2004-05-01,1028.93973742254
2004-06-01,1324.75050789241
2004-07-01,983.933598785688
2004-08-01,960.0309734649541
2004-09-01,1209.1708358171302
2004-10-01,1157.73814385291
2004-11-01,1181.64537681862
2004-12-01,1272.11470622203
2005-01-01,1251.30516180806
2005-02-01,1193.15933425928
2005-03-01,994.1930479908381
2005-04-01,1088.66636887134
2005-05-01,1167.0009487037
2005-06-01,1141.40152197828
2005-07-01,1064.55183278045
2005-08-01,1168.42107666127
2005-09-01,1224.3992710928
2005-10-01,1315.28325211569
2005-11-01,1360.6975073041401
2005-12-01,1236.9423240422802
2006-01-01,1270.58237366619
2006-02-01,1209.30500469026
2006-03-01,1298.9814381041901
2006-04-01,979.8886755776809
2006-05-01,1189.05187840688
2006-06-01,970.1352232298399
2006-07-01,948.9868175625701
2006-08-01,911.532875492914
2006-09-01,882.495951030603
2006-10-01,849.6954719088291
2006-11-01,1186.6060738496699
2006-12-01,803.364739364212
2007-01-01,808.066674453854
2007-02-01,842.19350887202
2007-03-01,810.8631173371671
2007-04-01,843.171325090105
2007-05-01,964.28644437608
2007-06-01,893.9847347630259
2007-07-01,753.530076814436
2007-08-01,861.649591338537
2007-09-01,468.12272060922896
2007-10-01,661.2162092519741
2007-11-01,628.049487491821
2007-12-01,418.330592445325
2008-01-01,558.639240797513
2008-02-01,808.1240836510381
2008-03-01,502.736963417031
2008-04-01,514.373232982389
2008-05-01,508.701770390682
2008-06-01,554.939454339987
2008-07-01,422.575113039188
2008-08-01,461.592108995022
2008-09-01,399.904084434316
2008-10-01,415.22019632609704
2008-11-01,281.84724232540697
2008-12-01,355.47068083779703
2009-01-01,521.562784093871
2009-02-01,381.700718692837
2009-03-01,287.597172998713
2009-04-01,421.05905906922203
2009-05-01,294.85356009825404
2009-06-01,332.373711426071
2009-07-01,460.46916391804496
2009-08-01,373.638234968227
2009-09-01,392.94847774571997
2009-10-01,374.42106819099405
2009-11-01,354.56168649547897
2009-12-01,410.632215186427
2010-01-01,318.763642076227
2010-02-01,403.45374201061304
2010-03-01,474.876523673741
2010-04-01,410.77105115815596
2010-05-01,411.223660266793
2010-06-01,368.569662056775
2010-07-01,467.03664445935
2010-08-01,303.23990887085
2010-09-01,343.812920199343
2010-10-01,296.716696347459
2010-11-01,334.452270802908
2010-12-01,405.034732414219
2011-01-01,266.176420851418
2011-02-01,247.17630537028998
2011-03-01,288.821228292114
2011-04-01,347.727838560753
2011-05-01,332.91084728329497
2011-06-01,338.959632824886
2011-07-01,297.951637518588
2011-08-01,570.83226090136
2011-09-01,325.429182167823
2011-10-01,315.272218990436
2011-11-01,316.508071706343
2011-12-01,321.978697504314
2012-01-01,318.096078610269
2012-02-01,364.538251622063
2012-03-01,639.483994092994
2012-04-01,333.252762530135
2012-05-01,380.159767850853
2012-06-01,319.24199670513804
2012-07-01,416.079387652029
2012-08-01,381.58798520287
2012-09-01,597.551857293213
2012-10-01,392.022350130473
2012-11-01,411.410273256994
2012-12-01,367.149942814387
2013-01-01,556.891524232856
2013-02-01,450.45171744294294
2013-03-01,338.713673437446
2013-04-01,328.8535118787
2013-05-01,341.720815205727
2013-06-01,417.474590630553
2013-07-01,329.72372388659
2013-08-01,492.67256176457397
2013-09-01,407.406817834505
2013-10-01,618.614514155141
2013-11-01,336.301608024759
2013-12-01,332.208287746594
2014-01-01,491.800014791371
2014-02-01,323.166676212754
2014-03-01,423.522820196093
2014-04-01,324.469148014949
2014-05-01,316.79797355230204
2014-06-01,290.15815753455104
2014-07-01,297.299723509711
2014-08-01,381.37808966226
2014-09-01,338.833406774776
2014-10-01,476.807723657681
2014-11-01,413.341868296672
2014-12-01,412.101463354807
2015-01-01,296.169659458097
2015-02-01,287.533532448021
2015-03-01,344.335289818377
2015-04-01,513.891425914022
2015-05-01,384.76262672723396
2015-06-01,370.034999780185
2015-07-01,403.394868474329
2015-08-01,312.376917696877
2015-09-01,357.71057003710996
2015-10-01,279.349140295748
2015-11-01,339.53912149419
2015-12-01,430.472594996833
2016-01-01,512.760372870718
2016-02-01,412.89171911245904
2016-03-01,361.21875433462304
2016-04-01,394.827502161866
2016-05-01,402.239460060446
2016-06-01,384.73455008131106
2016-07-01,294.043384881978
2016-08-01,368.519757528241
2016-09-01,439.76683885177596
2016-10-01,296.834199691157
2016-11-01,716.7174952303039
2016-12-01,392.75980361264396
2017-01-01,302.800483315269
2017-02-01,363.584628209889
2017-03-01,370.820041920381
2017-04-01,370.888745714844
2017-05-01,425.470410636535
2017-06-01,499.857745610953
2017-07-01,409.807190737844
2017-08-01,390.18114907409796
2017-09-01,379.462146036949
2017-10-01,409.54707249768995
2017-11-01,373.604483708835
2017-12-01,451.982760051182
2018-01-01,440.73141754357806
2018-02-01,481.646239931978
2018-03-01,591.185770431658
2018-04-01,398.047206706039
2018-05-01,392.50560760573796
2018-06-01,411.93488403315905
2018-07-01,393.224479944842
2018-08-01,386.4559346336
2018-09-01,325.775728296228
2018-10-01,406.17536516223197
2018-11-01,406.43331170401603
2018-12-01,408.60682852402397
2019-01-01,403.858417606699
2019-02-01,487.545792854818
2019-03-01,366.282730629984
2019-04-01,434.660901566307
2019-05-01,443.96332080822
2019-06-01,346.260335435623
2019-07-01,456.32716531435204
2019-08-01,442.627621002081
2019-09-01,379.29606323322196
2019-10-01,579.577727638413
2019-11-01,590.416080728172
2019-12-01,364.87448212830805
2020-01-01,439.30173815403197
2020-02-01,412.00742742105797
2020-03-01,394.013498165727
2020-04-01,318.322500193709
2020-05-01,290.713987055763
2020-06-01,379.865217864648
2020-07-01,422.88161179033204
2020-08-01,465.993137429396
2020-09-01,466.417488931052
2020-10-01,489.84421371003197
2020-11-01,513.559724851506
2020-12-01,473.144120829429
2021-01-01,493.209748435775
2021-02-01,790.84346963602
2021-03-01,594.52922004994
2021-04-01,626.77212083544
2021-05-01,538.7572528364241
2021-06-01,602.644981952585
2021-07-01,697.404240335817
2021-08-01,564.856933583497
2021-09-01,698.7077751663519
2021-10-01,509.252685853605
2021-11-01,589.680143983078
2021-12-01,935.509116620163
2022-01-01,640.027663605416
2022-02-01,519.2647301167681
2022-03-01,751.454237137615
2022-04-01,853.684669801337
2022-05-01,954.583268345984
2022-06-01,643.232528317996
2022-07-01,605.5847824065651
2022-08-01,585.962433287644
2022-09-01,666.388250942872
2022-10-01,571.688553556199
2022-11-01,552.564638635151
2022-12-01,589.61755721952
2023-01-01,706.3123027293291
2023-02-01,456.909907681887
